,Year,Plot Num,Treatment Num,Stover Harvest,BioChar History,Tillage,Depth,Replicate,Bulk Density ,TotalC.perc,TotalN.perc,InorganicC.perc,OrgC.perc,pH
0,2012,115E,1,,No,Chisel,0 to 15,1,1.391816147182215,2.22,0.17,,,5.3
1,2012,110E,3,Moderate,No,Chisel,0 to 15,1,1.5555427899532193,2.19,0.15,,,5.0
2,2012,116E,4,Moderate,No,No-till,0 to 15,1,1.4717721688188625,2.14,0.2,,,4.5
3,2012,119E,5,High,No,Chisel,0 to 15,1,1.4283759491909416,2.27,0.19,,,4.6
4,2012,120E,6,High,No,No-till,0 to 15,1,1.3378153594057145,2.31,0.19,,,6.0
5,2012,103E,13,,Yes ,Chisel,0 to 15,1,1.5300214035025335,2.55,0.16,,2.55,6.8
6,2012,117E,14,,Yes ,Chisel,0 to 15,1,1.4437796666106724,2.34,0.18,,,5.2
7,2012,107E,15,Moderate,Yes ,Chisel,0 to 15,1,1.4024245691479027,2.43,0.17,,2.43,5.8
8,2012,104E,16,Moderate,Yes ,Chisel,0 to 15,1,1.4989705732458594,2.48,0.16,,2.48,6.6
9,2012,109E,17,High,Yes ,Chisel,0 to 15,1,1.4405625049618578,2.04,0.14,,2.04,5.5
10,2012,101E,18,High,Yes ,Chisel,0 to 15,1,1.4887039460300324,2.93,0.21,,2.93,6.2
11,2012,208E,1,Moderate,No,Chisel,0 to 15,2,1.3534750933106923,2.39,0.19,,2.39,4.7
12,2012,213E,3,Moderate,No,No-till,0 to 15,2,1.4983839492140585,1.51,0.15,,1.51,4.9
13,2012,206E,4,High,No,Chisel,0 to 15,2,1.3367831043218168,2.99,0.23,,2.99,5.9
14,2012,207E,5,High,No,No-till,0 to 15,2,1.5789498996159683,1.69,0.15,,1.69,6.2
15,2012,201E,6,,Yes ,Chisel,0 to 15,2,1.1353947333586514,2.89,0.22,,2.89,5.0
16,2012,202E,13,High,Yes ,Chisel,0 to 15,2,1.3296957396079458,3.04,0.23,,3.04,5.9
17,2012,202E,13,,Yes ,Chisel,0 to 15,2,1.3296957396079458,3.04,0.23,,3.04,5.9
18,2012,216E,14,Moderate,Yes ,Chisel,0 to 15,2,1.4465869142511283,3.0,0.2,,3.0,6.0
19,2012,211E,15,Moderate,Yes ,Chisel,0 to 15,2,1.520425502931548,1.8,0.14,,1.8,5.8
20,2012,204E,16,High,Yes ,Chisel,0 to 15,2,1.6438096107211977,1.75,0.15,,1.75,6.4
21,2012,205E,18,High,Yes ,Chisel,0 to 15,2,1.528602862118626,2.18,0.18,,2.18,6.1
22,2012,322E,1,,No,Chisel,0 to 15,3,1.378631107124253,2.72,0.14,,,5.6
23,2012,305E,3,Moderate,No,Chisel,0 to 15,3,1.3590701186732324,2.06,0.17,,,5.2
24,2012,304E,4,Moderate,No,No-till,0 to 15,3,1.5390901112484239,2.11,0.18,,,5.5
25,2012,307E,5,High,No,Chisel,0 to 15,3,1.3708479578990709,2.7,0.19,,,5.5
26,2012,321E,6,High,No,No-till,0 to 15,3,1.44190156173154,2.02,0.16,,,6.0
27,2012,320E,13,,Yes ,Chisel,0 to 15,3,1.48363987964695,2.07,0.16,,,6.0
28,2012,315E,14,,Yes ,Chisel,0 to 15,3,1.5679201451631475,2.29,0.18,,,5.8
29,2012,301E,15,Moderate,Yes ,Chisel,0 to 15,3,1.5302428181636563,2.21,0.16,,,6.0
30,2012,319E,16,Moderate,Yes ,Chisel,0 to 15,3,1.4084088466715807,2.3,0.18,,,5.2
31,2012,311E,17,High,Yes ,Chisel,0 to 15,3,1.4125866970779104,3.04,0.2,,,5.1
32,2012,312E,18,High,Yes ,Chisel,0 to 15,3,1.5287892557634908,2.1,0.16,,,5.9
33,2012,420E,1,,No,Chisel,0 to 15,4,1.4230741509339864,1.48,0.15,,,4.7
34,2012,405E,3,Moderate,No,Chisel,0 to 15,4,1.2396718834422498,3.25,0.25,,,5.2
35,2012,414E,4,Moderate,No,No-till,0 to 15,4,1.3374531822970326,2.0,0.17,,,7.1
36,2012,402E,5,High,No,Chisel,0 to 15,4,1.294255924049391,2.15,0.19,,,4.6
37,2012,411E,6,High,No,No-till,0 to 15,4,1.427151519096422,2.45,0.19,,,5.3
38,2012,419E,13,,Yes ,Chisel,0 to 15,4,1.3249718224164082,2.11,0.16,,,6.7
39,2012,413E,14,,Yes ,Chisel,0 to 15,4,1.5681064301679986,2.15,0.17,,,6.4
40,2012,418E,15,Moderate,Yes ,Chisel,0 to 15,4,1.5451643764043885,1.71,0.14,,,5.3
41,2012,403E,16,Moderate,Yes ,Chisel,0 to 15,4,1.3067571317891595,2.83,0.21,,,5.3
42,2012,407E,17,High,Yes ,Chisel,0 to 15,4,1.469739937294341,2.28,0.17,,,5.6
43,2012,406E,18,High,Yes ,Chisel,0 to 15,4,1.133566402067065,1.84,0.16,,,4.8
